Podio por especialidad en cada torneo:
Criterio de desempate: ante igual marca, se ordena alfabéticamente por deportista.
Especialidad,Torneo,Deportista,Marca
carrera 100 m,Torneo de Puerto Rico,Elaine THOMPSON,9761
carrera 100 m,Torneo de Puerto Rico,Cravon GILLESPIE,9774
carrera 100 m,Torneo de Qatar,Briana WILLIAMS,9762
carrera 100 m,Torneo de Qatar,Mario BURKE,9781
carrera 100 m,Torneo de Qatar,Twanisha TERRY,9784
carrera 100 m,Torneo de Romania,Tynia GAITHER,9769
carrera 100 m,Torneo de Romania,Marie-Josée TA LOU,9778
carrera 100 m,Torneo de Romania,Shelly-Ann FRASER-PRYCE,9780
carrera 100 m,Torneo de Russia,Twanisha TERRY,9788
carrera 100 m,Torneo de Russia,Teahna DANIELS,9809
carrera 100 m,Torneo de Russia,Aaron BROWN,9814
carrera 100 m,Torneo de Rwanda,Aaron BROWN,9779
carrera 100 m,Torneo de Rwanda,Divine ODUDURU,9795
carrera 100 m,Torneo de Rwanda,Michael RODGERS,9798
carrera 100 m,Torneo de Saint Kitts and Nevis,Yuki KOIKE,9826
carrera 100 m,Torneo de Saint Kitts and Nevis,Raymond EKEVWO,9830
carrera 100 m,Torneo de Saint Kitts and Nevis,Aleia HOBBS,9904
carrera 100 m,Torneo de Saint Lucia,Divine ODUDURU,9769
carrera 100 m,Torneo de Saint Lucia,Tynia GAITHER,9776
carrera 100 m,Torneo de Saint Lucia,Arthur CISSÉ,9780
carrera 100 m,Torneo de Saint Vincent and the Grenadines,Andre DE GRASSE,9781
carrera 100 m,Torneo de Saint Vincent and the Grenadines,Tebogo MAMATHU,9782
carrera 100 m,Torneo de Saint Vincent and the Grenadines,Aleia HOBBS,9783
carrera 100 m,Torneo de Samoa,Blessing OKAGBARE,9764
carrera 100 m,Torneo de Samoa,Andre DE GRASSE,9772
carrera 100 m,Torneo de Samoa,Yuki KOIKE,9802
carrera 100 m,Torneo de San Marino,Mario BURKE,9760
carrera 100 m,Torneo de San Marino,Yuki KOIKE,9823
carrera 100 m,Torneo de San Marino,Kiara GRANT,9828
carrera 100 m,Torneo de Sao Tome and Principe,Elaine THOMPSON,9779
carrera 100 m,Torneo de Sao Tome and Principe,ShaCarri RICHARDSON,9800
carrera 100 m,Torneo de Sao Tome and Principe,Arthur CISSÉ,9815
carrera 100 m,Torneo de Saudi Arabia,Yuki KOIKE,9830
carrera 100 m,Torneo de Saudi Arabia,Carina HORN,9832
carrera 100 m,Torneo de Saudi Arabia,Divine ODUDURU,9834
carrera 100 m,Torneo de Scotland,Twanisha TERRY,9769
carrera 100 m,Torneo de Scotland,Divine ODUDURU,9775
carrera 100 m,Torneo de Scotland,Dafne SCHIPPERS,9798
carrera 100 m,Torneo de Senegal,Tebogo MAMATHU,9777
carrera 100 m,Torneo de Senegal,Tyquendo TRACEY,9783
carrera 100 m,Torneo de Senegal,Abdul Hakim SANI BROWN,9788
carrera 100 m,Torneo de Serbia,Justin GATLIN,9811
carrera 100 m,Torneo de Serbia,Elaine THOMPSON,9822
carrera 100 m,Torneo de Serbia,Tebogo MAMATHU,9834
carrera 100 m,Torneo de Seychelles,Arthur CISSÉ,9763
carrera 100 m,Torneo de Seychelles,Aleia HOBBS,9794
carrera 100 m,Torneo de Seychelles,Kayla WHITE,9842
carrera 100 m,Torneo de Sierra Leone,Abdul Hakim SANI BROWN,9765
carrera 100 m,Torneo de Sierra Leone,Raymond EKEVWO,9768
carrera 100 m,Torneo de Sierra Leone,Kiara GRANT,9853
carrera 100 m,Torneo de Singapore,Zharnel HUGHES,9803
carrera 100 m,Torneo de Singapore,Jonielle SMITH,9816
carrera 100 m,Torneo de Singapore,Shelly-Ann FRASER-PRYCE,9845
carrera 100 m,Torneo de Slovakia,Michael RODGERS,9777
carrera 100 m,Torneo de Slovakia,Blessing OKAGBARE,9796
carrera 100 m,Torneo de Slovakia,Reece PRESCOD,9801
carrera 100 m,Torneo de Slovenia,Mujinga KAMBUNDJI,9798
carrera 100 m,Torneo de Slovenia,Shelly-Ann FRASER-PRYCE,9812
carrera 100 m,Torneo de Slovenia,Tyquendo TRACEY,9813
carrera 100 m,Torneo de Solomon Islands,Raymond EKEVWO,9791
carrera 100 m,Torneo de Solomon Islands,Christian COLEMAN,9819
carrera 100 m,Torneo de Solomon Islands,Elaine THOMPSON,9875
carrera 100 m,Torneo de Somalia,Murielle AHOURÉ,9764
carrera 100 m,Torneo de Somalia,Mujinga KAMBUNDJI,9836
carrera 100 m,Torneo de Somalia,Reece PRESCOD,9891
carrera 100 m,Torneo de South Africa,Twanisha TERRY,9778
carrera 100 m,Torneo de South Africa,Zharnel HUGHES,9874
carrera 100 m,Torneo de South Africa,Andre DE GRASSE,9882
carrera 100 m,Torneo de South Korea,Kiara GRANT,9787
carrera 100 m,Torneo de South Korea,Divine ODUDURU,9811
carrera 100 m,Torneo de South Korea,Carina HORN,9826
carrera 100 m,Torneo de South Sudan,Tyquendo TRACEY,9784
carrera 100 m,Torneo de South Sudan,Christian COLEMAN,9815
carrera 100 m,Torneo de South Sudan,Jonielle SMITH,9833
carrera 100 m,Torneo de Spain,Kiara PARKER,9811
carrera 100 m,Torneo de Spain,Christian COLEMAN,9823
carrera 100 m,Torneo de Spain,Aaron BROWN,9840
carrera 100 m,Torneo de Sri Lanka,Shelly-Ann FRASER-PRYCE,9764
carrera 100 m,Torneo de Sri Lanka,Noah LYLES,9765
carrera 100 m,Torneo de Sri Lanka,Zharnel HUGHES,9766
carrera 100 m,Torneo de Sudan,Tynia GAITHER,9767
carrera 100 m,Torneo de Sudan,Arthur CISSÉ,9772
carrera 100 m,Torneo de Sudan,Carina HORN,9789
carrera 100 m,Torneo de Suriname,ShaCarri RICHARDSON,9760
carrera 100 m,Torneo de Suriname,Roberto SKYERS,9780
carrera 100 m,Torneo de Suriname,Zharnel HUGHES,9789
carrera 100 m,Torneo de Sweden,Andre DE GRASSE,9785
carrera 100 m,Torneo de Sweden,Briana WILLIAMS,9846
carrera 100 m,Torneo de Sweden,Arthur CISSÉ,9872
carrera 100 m,Torneo de Switzerland,Yohan BLAKE,9770
carrera 100 m,Torneo de Switzerland,Cravon GILLESPIE,9793
carrera 100 m,Torneo de Switzerland,Kiara GRANT,9797
carrera 100 m,Torneo de Syria,Teahna DANIELS,9793
carrera 100 m,Torneo de Syria,Blessing OKAGBARE,9797
carrera 100 m,Torneo de Syria,Isiah YOUNG,9802
carrera 100 m,Torneo de Taiwan,Arthur CISSÉ,9773
carrera 100 m,Torneo de Taiwan,Shelly-Ann FRASER-PRYCE,9783
carrera 100 m,Torneo de Taiwan,Akani SIMBINE,9798
carrera 100 m,Torneo de Tajikistan,Jonielle SMITH,9839
carrera 100 m,Torneo de Tajikistan,Yongli WEI,9849
carrera 100 m,Torneo de Tajikistan,Blessing OKAGBARE,9866
carrera 100 m,Torneo de Tanzania,Mario BURKE,9767
carrera 100 m,Torneo de Tanzania,Akani SIMBINE,9782
carrera 100 m,Torneo de Tanzania,Carina HORN,9816
carrera 100 m,Torneo de Thailand,Briana WILLIAMS,9766
carrera 100 m,Torneo de Thailand,Yongli WEI,9785
carrera 100 m,Torneo de Thailand,Kiara GRANT,9817
carrera 100 m,Torneo de Timor-Leste,Zharnel HUGHES,9827
carrera 100 m,Torneo de Timor-Leste,Carina HORN,9838
carrera 100 m,Torneo de Timor-Leste,Kiara GRANT,9849
carrera 100 m,Torneo de Togo,Isiah YOUNG,9798
carrera 100 m,Torneo de Togo,Manqi GE,9917
carrera 100 m,Torneo de Togo,Briana WILLIAMS,9919
carrera 100 m,Torneo de Tonga,Elaine THOMPSON,9816
carrera 100 m,Torneo de Tonga,Isiah YOUNG,9835
carrera 100 m,Torneo de Tonga,Tebogo MAMATHU,9837
carrera 100 m,Torneo de Trinidad and Tobago,Mario BURKE,9784
carrera 100 m,Torneo de Trinidad and Tobago,Aleia HOBBS,9807
carrera 100 m,Torneo de Trinidad and Tobago,Mujinga KAMBUNDJI,9818
carrera 100 m,Torneo de Tunisia,Justin GATLIN,9779
carrera 100 m,Torneo de Tunisia,Mario BURKE,9811
carrera 100 m,Torneo de Tunisia,Aaron BROWN,9903
carrera 100 m,Torneo de Turkey,Carina HORN,9808
carrera 100 m,Torneo de Turkey,ShaCarri RICHARDSON,9833
carrera 100 m,Torneo de Turkey,Mujinga KAMBUNDJI,9843
carrera 100 m,Torneo de Turkmenistan,Divine ODUDURU,9770
carrera 100 m,Torneo de Turkmenistan,Reece PRESCOD,9779
carrera 100 m,Torneo de Turkmenistan,Yohan BLAKE,9795
carrera 100 m,Torneo de Tuvalu,Mario BURKE,9770
carrera 100 m,Torneo de Tuvalu,Michael RODGERS,9787
carrera 100 m,Torneo de Tuvalu,Twanisha TERRY,9816
carrera 100 m,Torneo de Uganda,Kayla WHITE,9803
carrera 100 m,Torneo de Uganda,Divine ODUDURU,9821
carrera 100 m,Torneo de Uganda,Briana WILLIAMS,9840
carrera 100 m,Torneo de Ukraine,Briana WILLIAMS,9788
carrera 100 m,Torneo de Ukraine,Raymond EKEVWO,9797
carrera 100 m,Torneo de Ukraine,Christian COLEMAN,9810
carrera 100 m,Torneo de United Arab Emirates,Blessing OKAGBARE,9766
carrera 100 m,Torneo de United Arab Emirates,Raymond EKEVWO,9782
carrera 100 m,Torneo de United Arab Emirates,Cravon GILLESPIE,9825
carrera 100 m,Torneo de United Kingdom,Tynia GAITHER,9779
carrera 100 m,Torneo de United Kingdom,Yohan BLAKE,9796
carrera 100 m,Torneo de United Kingdom,Yuki KOIKE,9829
carrera 100 m,Torneo de United States,Murielle AHOURÉ,9760
carrera 100 m,Torneo de United States,Yohan BLAKE,9761
carrera 100 m,Torneo de United States,Dina ASHER-SMITH,9826
carrera 100 m,Torneo de Uruguay,Christian COLEMAN,9763
carrera 100 m,Torneo de Uruguay,Cravon GILLESPIE,9781
carrera 100 m,Torneo de Uruguay,Divine ODUDURU,9800
carrera 100 m,Torneo de Uzbekistan,Isiah YOUNG,9778
carrera 100 m,Torneo de Uzbekistan,Dafne SCHIPPERS,9836
carrera 100 m,Torneo de Uzbekistan,Akani SIMBINE,9856
carrera 100 m,Torneo de Vanuatu,Tebogo MAMATHU,9776
carrera 100 m,Torneo de Vanuatu,Christian COLEMAN,9799
carrera 100 m,Torneo de Vanuatu,Zharnel HUGHES,9817
carrera 100 m,Torneo de Vatican City,Kiara GRANT,9760
carrera 100 m,Torneo de Vatican City,Yuki KOIKE,9807
carrera 100 m,Torneo de Vatican City,Murielle AHOURÉ,9875
carrera 100 m,Torneo de Venezuela,Isiah YOUNG,9794
carrera 100 m,Torneo de Venezuela,Kiara GRANT,9822
carrera 100 m,Torneo de Venezuela,Tynia GAITHER,9823
carrera 100 m,Torneo de Vietnam,Zharnel HUGHES,9767
carrera 100 m,Torneo de Vietnam,Briana WILLIAMS,9794
carrera 100 m,Torneo de Vietnam,Roberto SKYERS,9812
carrera 100 m,Torneo de Virgin Islands (British),Shelly-Ann FRASER-PRYCE,9848
carrera 100 m,Torneo de Virgin Islands (British),Elaine THOMPSON,9865
carrera 100 m,Torneo de Virgin Islands (British),Tebogo MAMATHU,9873
carrera 100 m,Torneo de Wales,Divine ODUDURU,9763
carrera 100 m,Torneo de Wales,Andre DE GRASSE,9786
carrera 100 m,Torneo de Wales,Justin GATLIN,9816
carrera 100 m,Torneo de Yemen,Elaine THOMPSON,9789
carrera 100 m,Torneo de Yemen,Yohan BLAKE,9807
carrera 100 m,Torneo de Yemen,Kiara GRANT,9811
carrera 100 m,Torneo de Zambia,Kayla WHITE,9787
carrera 100 m,Torneo de Zambia,Andre DE GRASSE,9802
carrera 100 m,Torneo de Zambia,Cravon GILLESPIE,9884
carrera 100 m,Torneo de Zimbabwe,Yuki KOIKE,9799
carrera 100 m,Torneo de Zimbabwe,Mujinga KAMBUNDJI,9800
carrera 100 m,Torneo de Zimbabwe,Cravon GILLESPIE,9820
carrera 10000 m,Torneo de Afghanistan,Susan KRUMINS,1611707
carrera 10000 m,Torneo de Afghanistan,Sifan HASSAN,1614867
carrera 10000 m,Torneo de Afghanistan,Tsehay GEMECHU,1616291
carrera 10000 m,Torneo de Albania,Mogos TUEMAY,1611543
carrera 10000 m,Torneo de Albania,Gete ALEMAYEHU,1622164
carrera 10000 m,Torneo de Albania,Senbere TEFERI,1622963
carrera 10000 m,Torneo de Algeria,Susan KRUMINS,1615721
carrera 10000 m,Torneo de Algeria,Girmawit GEBRZIHAIR,1624962
carrera 10000 m,Torneo de Algeria,Tsigie GEBRESELAMA,1626863
carrera 10000 m,Torneo de Andorra,Andamlak BELIHU,1614474
carrera 10000 m,Torneo de Andorra,Mohammed AHMED,1628593
carrera 10000 m,Torneo de Andorra,Lopez LOMONG,1629051
carrera 10000 m,Torneo de Angola,Lopez LOMONG,1609290
carrera 10000 m,Torneo de Angola,Yomif KEJELCHA,1611398
carrera 10000 m,Torneo de Angola,Hagos GEBRHIWET,1612402
carrera 10000 m,Torneo de Antigua and Barbuda,Julien WANDERS,1611361
carrera 10000 m,Torneo de Antigua and Barbuda,Susan KRUMINS,1612236
carrera 10000 m,Torneo de Antigua and Barbuda,Letesenbet GIDEY,1618838
carrera 10000 m,Torneo de Argentina,Netsanet GUDETA,1609354
carrera 10000 m,Torneo de Argentina,Solomon BERIHU,1616064
carrera 10000 m,Torneo de Argentina,Girmawit GEBRZIHAIR,1623399
carrera 10000 m,Torneo de Armenia,Agnes Jebet TIROP,1610776
carrera 10000 m,Torneo de Armenia,Tsehay GEMECHU,1611295
carrera 10000 m,Torneo de Armenia,Tsigie GEBRESELAMA,1611895
carrera 10000 m,Torneo de Australia,Zeineba YIMER,1610215
carrera 10000 m,Torneo de Australia,Rhonex KIPRUTO,1610354
carrera 10000 m,Torneo de Australia,Jemal Yimer MEKONNEN,1610950
carrera 10000 m,Torneo de Austria,Tsehay GEMECHU,1610784
carrera 10000 m,Torneo de Austria,Stephanie TWELL,1611040
carrera 10000 m,Torneo de Austria,Tamirat TOLA,1618116
carrera 10000 m,Torneo de Azerbaijan,Julien WANDERS,1610032
carrera 10000 m,Torneo de Azerbaijan,Rodgers KWEMOI,1612638
carrera 10000 m,Torneo de Azerbaijan,Hellen OBIRI,1617462
carrera 10000 m,Torneo de Bahamas,Gete ALEMAYEHU,1608532
carrera 10000 m,Torneo de Bahamas,Marielle HALL,1615211
carrera 10000 m,Torneo de Bahamas,Mohammed AHMED,1620583
carrera 10000 m,Torneo de Bahrain,Hellen OBIRI,1611739
carrera 10000 m,Torneo de Bahrain,Zeineba YIMER,1614897
carrera 10000 m,Torneo de Bahrain,Rhonex KIPRUTO,1615699
carrera 10000 m,Torneo de Bangladesh,Girmawit GEBRZIHAIR,1608845
carrera 10000 m,Torneo de Bangladesh,Hagos GEBRHIWET,1615865
carrera 10000 m,Torneo de Bangladesh,Gete ALEMAYEHU,1616383
carrera 10000 m,Torneo de Barbados,Yomif KEJELCHA,1608147
carrera 10000 m,Torneo de Barbados,Susan KRUMINS,1609071
carrera 10000 m,Torneo de Barbados,Gete ALEMAYEHU,1619464
carrera 10000 m,Torneo de Belarus,Berehanu TSEGU,1608306
carrera 10000 m,Torneo de Belarus,Joshua CHEPTEGEI,1621264
carrera 10000 m,Torneo de Belarus,Jemal Yimer MEKONNEN,1626408
carrera 10000 m,Torneo de Belgium,Abadi HADIS,1608999
carrera 10000 m,Torneo de Belgium,Hellen OBIRI,1614691
carrera 10000 m,Torneo de Belgium,Yemaneberhan CRIPPA,1620841
carrera 10000 m,Torneo de Belize,Yasemin CAN,1610769
carrera 10000 m,Torneo de Belize,Tamirat TOLA,1610911
carrera 10000 m,Torneo de Belize,Senbere TEFERI,1611714
carrera 10000 m,Torneo de Benin,Solomon BERIHU,1608967
carrera 10000 m,Torneo de Benin,Netsanet GUDETA,1611270
carrera 10000 m,Torneo de Benin,Abadi HADIS,1611986
carrera 10000 m,Torneo de Bhutan,Lopez LOMONG,1608036
carrera 10000 m,Torneo de Bhutan,Molly HUDDLE,1608385
carrera 10000 m,Torneo de Bhutan,Senbere TEFERI,1616751
carrera 10000 m,Torneo de Bolivia,Degitu AZIMERAW,1612332
carrera 10000 m,Torneo de Bolivia,Berehanu TSEGU,1613029
carrera 10000 m,Torneo de Bolivia,Girmawit GEBRZIHAIR,1618178
carrera 10000 m,Torneo de Bosnia and Herzegovina,Dera DIDA,1615054
carrera 10000 m,Torneo de Bosnia and Herzegovina,Julien WANDERS,1618192
carrera 10000 m,Torneo de Bosnia and Herzegovina,Andamlak BELIHU,1620002
carrera 10000 m,Torneo de Botswana,Tsehay GEMECHU,1612862
carrera 10000 m,Torneo de Botswana,Andamlak BELIHU,1615467
carrera 10000 m,Torneo de Botswana,Molly HUDDLE,1618925
carrera 10000 m,Torneo de Brazil,Vincent Kiprotich KIBET,1624458
carrera 10000 m,Torneo de Brazil,Sifan HASSAN,1624574
carrera 10000 m,Torneo de Brazil,Hellen OBIRI,1627396
carrera 10000 m,Torneo de Brunei,Yasemin CAN,1612363
carrera 10000 m,Torneo de Brunei,Mohammed AHMED,1617913
carrera 10000 m,Torneo de Brunei,Tamirat TOLA,1620146
carrera 10000 m,Torneo de Bulgaria,Lopez LOMONG,1608600
carrera 10000 m,Torneo de Bulgaria,Marielle HALL,1611154
carrera 10000 m,Torneo de Bulgaria,Yasemin CAN,1617318
carrera 10000 m,Torneo de Burkina Faso,Hellen OBIRI,1609117
carrera 10000 m,Torneo de Burkina Faso,Abadi HADIS,1609938
carrera 10000 m,Torneo de Burkina Faso,Yasemin CAN,1610409
carrera 10000 m,Torneo de Burundi,Julien WANDERS,1609499
carrera 10000 m,Torneo de Burundi,Emily SISSON,1613390
carrera 10000 m,Torneo de Burundi,Senbere TEFERI,1614725
carrera 10000 m,Torneo de Cabo Verde,Agnes Jebet TIROP,1615688
carrera 10000 m,Torneo de Cabo Verde,Gete ALEMAYEHU,1617978
carrera 10000 m,Torneo de Cabo Verde,Jemal Yimer MEKONNEN,1618154
carrera 10000 m,Torneo de Cambodia,Mohammed AHMED,1608242
carrera 10000 m,Torneo de Cambodia,Dera DIDA,1610854
carrera 10000 m,Torneo de Cambodia,Andamlak BELIHU,1612586
carrera 10000 m,Torneo de Cameroon,Rodgers KWEMOI,1610225
carrera 10000 m,Torneo de Cameroon,Tsehay GEMECHU,1610627
carrera 10000 m,Torneo de Cameroon,Zeineba YIMER,1617131
carrera 10000 m,Torneo de Canada,Berehanu TSEGU,1612391
carrera 10000 m,Torneo de Canada,Girmawit GEBRZIHAIR,1615662
carrera 10000 m,Torneo de Canada,Tsigie GEBRESELAMA,1625935
carrera 10000 m,Torneo de Central African Republic,Netsanet GUDETA,1613240
carrera 10000 m,Torneo de Central African Republic,Tsehay GEMECHU,1617584
carrera 10000 m,Torneo de Central African Republic,Tamirat TOLA,1622857
carrera 10000 m,Torneo de Chad,Jemal Yimer MEKONNEN,1614855
carrera 10000 m,Torneo de Chad,Tsehay GEMECHU,1621389
carrera 10000 m,Torneo de Chad,Stewart MCSWEYN,1623039
carrera 10000 m,Torneo de Chile,Solomon BERIHU,1608510
carrera 10000 m,Torneo de Chile,Senbere TEFERI,1609163
carrera 10000 m,Torneo de Chile,Netsanet GUDETA,1611740
carrera 10000 m,Torneo de China,Joshua CHEPTEGEI,1620989
carrera 10000 m,Torneo de China,Mohammed AHMED,1627550
carrera 10000 m,Torneo de China,Rosemary Monica WANJIRU,1635910
carrera 10000 m,Torneo de Colombia,Zeineba YIMER,1620948
carrera 10000 m,Torneo de Colombia,Mogos TUEMAY,1622229
carrera 10000 m,Torneo de Colombia,Dera DIDA,1623719
carrera 10000 m,Torneo de Comoros,Mohammed AHMED,1610587
carrera 10000 m,Torneo de Comoros,Yemaneberhan CRIPPA,1612178
carrera 10000 m,Torneo de Comoros,Agnes Jebet TIROP,1615509
carrera 10000 m,Torneo de Congo Democratic Republic of the,Abadi HADIS,1611827
carrera 10000 m,Torneo de Congo Democratic Republic of the,Vincent Kiprotich KIBET,1614575
carrera 10000 m,Torneo de Congo Democratic Republic of the,Dera DIDA,1616260
carrera 10000 m,Torneo de Congo Republic of the,Lopez LOMONG,1618627
carrera 10000 m,Torneo de Congo Republic of the,Mohammed AHMED,1620434
carrera 10000 m,Torneo de Congo Republic of the,Hellen OBIRI,1620853
carrera 10000 m,Torneo de Costa Rica,Jemal Yimer MEKONNEN,1610990
carrera 10000 m,Torneo de Costa Rica,Abdallah Kibet MANDE,1624275
carrera 10000 m,Torneo de Costa Rica,Yomif KEJELCHA,1628042
carrera 10000 m,Torneo de Croatia,Molly HUDDLE,1609074
carrera 10000 m,Torneo de Croatia,Senbere TEFERI,1623412
carrera 10000 m,Torneo de Croatia,Hellen OBIRI,1623516
carrera 10000 m,Torneo de Cuba,Abadi HADIS,1609130
carrera 10000 m,Torneo de Cuba,Mohammed AHMED,1611919
carrera 10000 m,Torneo de Cuba,Susan KRUMINS,1615510
carrera 10000 m,Torneo de Cyprus,Solomon BERIHU,1611555
carrera 10000 m,Torneo de Cyprus,Tamirat TOLA,1614008
carrera 10000 m,Torneo de Cyprus,Yomif KEJELCHA,1619942
carrera 10000 m,Torneo de Czechia,Tsigie GEBRESELAMA,1610667
carrera 10000 m,Torneo de Czechia,Marielle HALL,1612972
carrera 10000 m,Torneo de Czechia,Yasemin CAN,1616932
carrera 10000 m,Torneo de Denmark,Agnes Jebet TIROP,1609459
carrera 10000 m,Torneo de Denmark,Stewart MCSWEYN,1610134
carrera 10000 m,Torneo de Denmark,Vincent Kiprotich KIBET,1626615
carrera 10000 m,Torneo de Djibouti,Tsigie GEBRESELAMA,1616423
carrera 10000 m,Torneo de Djibouti,Tamirat TOLA,1620980
carrera 10000 m,Torneo de Djibouti,Solomon BERIHU,1622523
carrera 10000 m,Torneo de Dominica,Berehanu TSEGU,1611919
carrera 10000 m,Torneo de Dominica,Jemal Yimer MEKONNEN,1613589
carrera 10000 m,Torneo de Dominica,Solomon BERIHU,1616311
carrera 10000 m,Torneo de Dominican Republic,Tsehay GEMECHU,1608234
carrera 10000 m,Torneo de Dominican Republic,Girmawit GEBRZIHAIR,1614596
carrera 10000 m,Torneo de Dominican Republic,Hagos GEBRHIWET,1614612
carrera 10000 m,Torneo de Ecuador,Rodgers KWEMOI,1608075
carrera 10000 m,Torneo de Ecuador,Selemon BAREGA,1610717
carrera 10000 m,Torneo de Ecuador,Letesenbet GIDEY,1612923
carrera 10000 m,Torneo de Egypt,Rosemary Monica WANJIRU,1613185
carrera 10000 m,Torneo de Egypt,Zeineba YIMER,1613411
carrera 10000 m,Torneo de Egypt,Mogos TUEMAY,1615090
carrera 10000 m,Torneo de El Salvador,Gete ALEMAYEHU,1610122
carrera 10000 m,Torneo de El Salvador,Susan KRUMINS,1610183
carrera 10000 m,Torneo de El Salvador,Solomon BERIHU,1613073
carrera 10000 m,Torneo de Equatorial Guinea,Degitu AZIMERAW,1610703
carrera 10000 m,Torneo de Equatorial Guinea,Rhonex KIPRUTO,1618117
carrera 10000 m,Torneo de Equatorial Guinea,Dera DIDA,1618977
carrera 10000 m,Torneo de Eritrea,Hagos GEBRHIWET,1608136
carrera 10000 m,Torneo de Eritrea,Hellen OBIRI,1608470
carrera 10000 m,Torneo de Eritrea,Marielle HALL,1609957
carrera 10000 m,Torneo de Estonia,Abdallah Kibet MANDE,1609642
carrera 10000 m,Torneo de Estonia,Letesenbet GIDEY,1611840
carrera 10000 m,Torneo de Estonia,Abadi HADIS,1612166
carrera 10000 m,Torneo de Ethiopia,Abadi HADIS,1611004
carrera 10000 m,Torneo de Ethiopia,Selemon BAREGA,1616769
carrera 10000 m,Torneo de Ethiopia,Girmawit GEBRZIHAIR,1617273
carrera 10000 m,Torneo de Fiji,Sifan HASSAN,1608968
carrera 10000 m,Torneo de Fiji,Andamlak BELIHU,1612607
carrera 10000 m,Torneo de Fiji,Mogos TUEMAY,1620715
carrera 10000 m,Torneo de Finland,Hagos GEBRHIWET,1608769
carrera 10000 m,Torneo de Finland,Molly HUDDLE,1612098
carrera 10000 m,Torneo de Finland,Girmawit GEBRZIHAIR,1622314
carrera 10000 m,Torneo de France,Gete ALEMAYEHU,1616674
carrera 10000 m,Torneo de France,Rhonex KIPRUTO,1619846
carrera 10000 m,Torneo de France,Degitu AZIMERAW,1620044
carrera 10000 m,Torneo de French Guiana,Mohammed AHMED,1609287
carrera 10000 m,Torneo de French Guiana,Tsehay GEMECHU,1612112
carrera 10000 m,Torneo de French Guiana,Solomon BERIHU,1612206
carrera 10000 m,Torneo de Gabon,Zeineba YIMER,1611524
carrera 10000 m,Torneo de Gabon,Julien WANDERS,1615599
carrera 10000 m,Torneo de Gabon,Netsanet GUDETA,1618885
carrera 10000 m,Torneo de Gambia,Yemaneberhan CRIPPA,1612009
carrera 10000 m,Torneo de Gambia,Mohammed AHMED,1619234
carrera 10000 m,Torneo de Gambia,Yomif KEJELCHA,1621090
carrera 10000 m,Torneo de Georgia,Abdallah Kibet MANDE,1610222
carrera 10000 m,Torneo de Georgia,Letesenbet GIDEY,1610525
carrera 10000 m,Torneo de Georgia,Susan KRUMINS,1612291
carrera 10000 m,Torneo de Germany,Rhonex KIPRUTO,1613377
carrera 10000 m,Torneo de Germany,Abdallah Kibet MANDE,1631266
carrera 10000 m,Torneo de Germany,Girmawit GEBRZIHAIR,1631961
carrera 10000 m,Torneo de Ghana,Solomon BERIHU,1608775
carrera 10000 m,Torneo de Ghana,Marielle HALL,1611628
carrera 10000 m,Torneo de Ghana,Lopez LOMONG,1614186
carrera 10000 m,Torneo de Greece,Susan KRUMINS,1621746
carrera 10000 m,Torneo de Greece,Rhonex KIPRUTO,1624648
carrera 10000 m,Torneo de Greece,Abdallah Kibet MANDE,1635618
carrera 10000 m,Torneo de Grenada,Netsanet GUDETA,1614030
carrera 10000 m,Torneo de Grenada,Hellen OBIRI,1614683
carrera 10000 m,Torneo de Grenada,Yomif KEJELCHA,1617005
carrera 10000 m,Torneo de Guatemala,Tamirat TOLA,1609134
carrera 10000 m,Torneo de Guatemala,Tsehay GEMECHU,1610997
carrera 10000 m,Torneo de Guatemala,Andamlak BELIHU,1611818
carrera 10000 m,Torneo de Guinea,Tsigie GEBRESELAMA,1610056
carrera 10000 m,Torneo de Guinea,Berehanu TSEGU,1610395
carrera 10000 m,Torneo de Guinea,Sifan HASSAN,1623829
carrera 10000 m,Torneo de Guinea-Bissau,Zeineba YIMER,1612593
carrera 10000 m,Torneo de Guinea-Bissau,Abdallah Kibet MANDE,1624081
carrera 10000 m,Torneo de Guinea-Bissau,Julien WANDERS,1626757
carrera 10000 m,Torneo de Guyana,Senbere TEFERI,1608244
carrera 10000 m,Torneo de Guyana,Selemon BAREGA,1608636
